kic,tmass_id,mass
10272641,19250623+4718546,1.290
10273236,19260506+4723231,1.377
10274445,19280443+4720168,1.353
10279663,19361922+4723157,1.134
10279676,19362046+4720038,1.119
10280586,19373402+4722359,1.099
10280656,19374037+4722120,1.408
10281513,19385325+4721478,1.055
10282002,19393934+4720055,1.175
10285389,19442328+4719503,1.121
10285722,19445035+4723428,1.829
10286378,19454106+4723539,0.991
10286616,19460016+4720165,1.139
10287062,19463120+4718100,0.995
10288283,19475561+4720078,1.929
10288611,19481663+4723551,0.949
10288903,19483738+4722204,1.301
10289299,19490373+4719456,2.675
10289378,19491019+4719352,1.132
10289507,19491982+4723023,1.209
10290315,19501329+4723597,1.355
10290457,19502268+4719368,0.935
10290535,19502895+4722123,0.942
10291535,19513382+4720545,2.740
10292156,19521283+4723550,1.297
10295441,19554863+4723488,1.228
10297313,19575788+4722216,2.339
10297567,19581685+4719199,1.565
10319045,18451843+4725227,0.904
10319709,18471131+4726561,1.214
10320170,18482322+4727598,1.292
10323583,18561850+4725023,1.090
10328277,19062273+4724003,1.275
10328498,19065921+4727060,1.368
10328727,19072864+4726382,1.134
10328921,19075343+4724306,0.866
10328946,19075765+4726283,1.131
10329008,19080582+4725519,1.430
10331610,19134530+4726470,0.979
10331686,19135422+4726500,1.117
10331908,19142035+4726431,1.785
10332186,19145500+4727237,0.981
10332753,19160393+4724492,1.484
10333131,19164520+4729412,1.384
10334585,19192744+4726070,0.990
10339516,19272104+4724589,0.999
10339590,19272856+4726419,1.182
10345661,19364502+4725373,1.075
10346117,19372166+4727542,1.487
10350302,19432015+4728597,1.208
10350408,19432891+4724149,1.234
10350934,19440869+4725360,1.660
10351017,19441400+4727509,1.213
10351196,19442821+4727545,1.111
10351528,19445607+4725597,1.319
10351578,19450093+4728442,1.834
10351764,19451664+4725070,0.994
10351792,19451873+4725444,1.153
10351820,19452145+4725114,1.306
10351947,19453187+4724345,1.196
10352610,19462223+4724216,1.195
10352615,19462274+4726595,1.637
10353044,19465524+4726411,1.172
10353556,19472961+4727029,1.097
10355672,19500142+4727247,1.420
10355764,19500831+4725247,1.025
10356032,19502559+4728043,1.211
10357764,19522203+4726174,1.503
10358632,19531535+4727139,1.138
10359816,19543467+4728247,1.082
10359999,19544795+4724473,1.759
10360984,19555194+4724400,1.273
10361268,19561179+4726462,2.363
10362043,19570418+4724077,1.463
10363172,19582368+4728385,1.670
10383488,18425680+4730349,1.025
10383668,18432811+4733410,2.269
10384255,18451162+4733251,1.629
10386904,18514584+4735217,1.037
10387370,18524920+4734388,1.003
10387495,18530676+4735553,1.608
10387935,18540917+4735292,0.923
10388249,18545147+4731531,1.222
10389037,18564462+4732017,1.795
10389393,18573478+4732431,1.145
10394570,19083823+4732491,1.120
10394814,19091167+4734410,0.943
10394950,19092984+4730284,1.231
10395327,19101791+4735307,0.928
10395400,19102804+4735234,0.704
10395638,19110101+4733369,1.577
10401843,19224077+4733326,0.923
10402207,19231527+4734184,0.979
10402819,19241424+4732481,1.903
10403036,19243363+4732107,0.834
10403323,19250256+4730067,1.024
10404656,19271353+4734222,1.063
10405285,19281279+4730310,1.127
10405377,19282181+4735226,2.327
10405445,19282817+4733034,0.925
10415545,19434832+4732182,2.247
10415654,19435695+4734226,1.224
10416550,19451221+4735348,1.197
10417364,19461158+4733129,1.389
10417559,19462595+4731434,1.041
10417623,19463083+4730335,0.927
10418503,19473219+4733062,0.990
10420202,19492605+4733049,1.396
10420335,19493505+4735431,1.099
10420502,19494487+4730149,1.034
10420629,19495405+4732453,1.546
10420662,19495640+4730562,1.247
10420822,19500815+4730220,2.108
10422013,19512284+4732289,1.400
10422589,19520159+4735260,1.882
10423340,19525185+4732421,0.944
10423375,19525406+4735585,1.092
10426854,19564169+4733296,1.649
10427193,19570459+4731424,1.247
10427256,19570980+4734417,1.169
10428163,19581263+4733491,1.034
10448025,18421481+4740382,1.535
10449846,18465381+4739353,1.159
10450939,18493475+4740178,1.595
10451213,18501021+4738449,0.940
10451228,18501190+4736296,0.946
10453652,18553980+4741393,1.294
10459696,19082113+4739175,1.385
10459794,19083320+4738137,1.322
10459809,19083546+4740549,1.224
10460243,19093068+4741260,1.080
10460324,19094197+4736534,0.904
10461323,19114879+4741524,2.100
10461347,19115168+4741384,0.933
10461757,19123783+4736517,1.017
10463137,19151828+4736422,0.927
10464837,19182406+4737326,1.682
10467510,19224203+4738321,1.237
10467570,19224949+4741331,1.099
10468528,19242861+4736427,0.957
10469976,19265403+4741293,2.201
10471148,19284378+4741268,1.923
10471628,19293232+4737292,1.120
10471780,19294950+4740246,1.307
10472318,19304428+4740343,1.247
10473363,19322047+4737187,0.997
10473692,19325328+4737099,1.082
10474071,19332735+4741194,2.381
10480806,19430190+4741262,1.275
10482001,19444284+4741158,2.304
10482521,19452271+4740191,1.239
10482713,19453774+4738433,1.744
10482750,19454005+4737231,1.446
10483180,19461186+4738504,1.598
10483504,19463392+4739249,1.707
10484140,19471855+4740105,1.107
10485557,19485609+4738556,1.183
10485765,19491037+4737151,1.391
10485923,19492072+4740584,0.925
10488066,19514349+4738405,1.253
10488463,19521157+4740136,1.176
10489017,19524862+4739097,1.297
10489073,19525221+4739459,1.232
10489108,19525471+4741319,1.475
10489340,19531236+4740161,1.592
10489417,19531743+4737062,1.224
10489877,19535029+4741078,1.085
10489909,19535221+4738213,0.751
10492224,19562021+4739480,1.355
10492468,19563661+4740545,0.981
10492800,19570191+4741231,0.940
10513837,18432829+4742130,1.334
10514458,18451110+4745324,0.954
10515651,18482629+4747141,1.154
10515966,18491542+4745000,1.275
10517437,18524613+4745349,1.294
10518222,18543050+4746325,1.124
10522084,19024774+4745344,1.622
10522111,19025115+4747473,0.902
10524715,19084182+4743034,1.322
10525282,19095556+4743410,1.249
10525475,19102133+4743193,1.455
10525595,19103586+4743568,1.607
10525946,19111887+4743533,1.177
10527661,19144409+4744302,0.775
10527754,19145511+4745055,1.199
10527889,19150915+4743573,1.807
10528911,19170724+4742006,1.087
10529006,19171863+4746430,1.288
10529640,19182742+4745288,1.759
10532670,19231965+4746300,1.272
10532751,19232917+4745121,2.080
10533369,19243319+4744285,1.752
10534826,19270316+4747004,1.355
10534891,19270984+4743573,1.918
10537376,19311507+4743092,1.118
10537820,19320184+4742452,1.087
10538371,19325505+4746578,0.855
10544592,19420514+4747050,1.153
10545081,19424544+4742580,1.094
10545089,19424586+4744370,1.172
10545152,19425116+4742535,1.103
10545904,19435384+4744446,1.309
10546497,19444194+4745569,1.359
10546977,19452186+4747416,1.548
10547370,19455351+4745075,1.120
10547575,19460932+4745455,1.175
10547905,19463572+4744056,2.008
10548201,19465754+4744390,1.440
10548319,19470579+4743558,1.519
10548741,19473357+4742550,1.170
10549650,19483344+4746572,1.228
10549732,19483961+4746045,1.079
10550170,19490767+4744211,1.204
10550359,19491890+4746500,0.948
10550429,19492290+4746588,1.497
10551313,19502640+4747354,1.246
10552202,19512486+4742307,1.184
10552527,19514622+4747308,1.307
10552614,19515315+4747405,1.769
10552929,19521427+4743294,1.454
10553525,19525645+4747309,1.099
10553844,19531960+4744079,1.500
10554179,19534542+4742439,0.817
10555025,19544173+4746527,1.269
10581491,18511015+4748140,1.127
10582841,18541844+4748055,0.813
10586902,19031115+4753540,1.063
10587122,19033449+4748388,1.232
10587702,19044603+4753567,1.197
10590683,19111764+4748414,0.927
10591093,19120791+4752590,1.399
10592249,19142297+4748434,1.388
10592335,19143149+4749342,1.381
10592802,19152415+4750535,0.821
10592924,19153693+4753308,1.299
10593078,19155280+4750259,1.284
10593088,19155325+4749366,1.200
10597648,19233757+4752485,1.189
10598558,19250775+4750191,1.675
10599101,19260234+4752087,1.008
10599712,19270307+4748176,1.511
10600926,19285628+4750215,0.936
10602015,19304094+4753132,1.263
10602372,19311648+4753359,1.394
10602374,19311651+4752470,1.503
10602976,19321752+4750427,1.276
10603170,19323713+4753585,1.662
10603438,19330113+4748314,0.986
10603958,19335062+4749363,0.915
10604054,19335935+4749396,1.088
10604255,19341980+4751592,1.105
10604435,19343683+4748566,1.190
10604460,19343949+4749567,1.046
10609343,19414596+4749168,1.113
10610250,19425864+4750350,1.103
10610275,19430096+4753484,1.189
10610707,19433476+4748328,1.076
10611084,19440318+4748286,1.865
10611263,19441621+4748219,1.194
10613106,19463383+4752070,0.855
10613112,19463466+4749523,1.974
10614000,19474182+4753375,1.030
10614003,19474197+4749399,1.518
10614602,19482410+4751221,1.205
10614707,19483058+4748097,1.282
10615356,19491409+4750252,1.407
10616364,19502347+4751207,1.314
10617209,19512023+4748245,2.196
10618005,19521382+4753247,1.162
10618251,19522994+4749092,1.872
10620267,19544678+4753266,0.801
10645209,18460389+4755134,1.687
10649096,18551693+4757574,0.998
10651398,19003305+4755044,0.881
10651578,19010034+4755096,1.083
10652469,19025294+4754239,1.011
10653141,19042500+4755228,1.272
10653194,19043236+4755581,1.204
10653200,19043358+4754006,1.548
10653383,19045722+4755324,1.493
10656124,19110638+4757065,1.124
10656197,19111576+4757479,1.018
10656842,19123168+4759439,1.178
10657633,19135532+4757557,1.031
10657932,19142918+4758154,1.143
10658326,19151118+4758001,1.349
10658641,19154438+4754415,0.981
10658726,19155243+4755537,1.386
10659100,19163213+4758113,1.471
10659842,19174620+4756287,1.382
10662595,19223167+4758596,1.290
10662618,19223388+4757199,1.117
10663785,19243479+4759064,1.270
10664514,19254500+4754504,0.979
10666932,19293261+4755575,1.519
10667309,19300813+4755500,0.991
10667886,19310537+4759206,1.340
10667966,19311324+4758559,1.033
10668065,19312090+4759077,1.188
10668443,19320112+4755406,1.150
10669123,19330736+4756368,1.205
10669234,19331770+4756359,1.036
10669590,19335371+4758002,0.994
10669876,19341754+4756048,1.018
10670445,19351387+4754495,1.150
10675052,19420737+4755072,1.586
10675230,19422229+4755248,1.449
10677809,19454196+4754547,2.260
10678016,19455815+4759527,0.918
10678491,19463150+4754465,1.425
10678590,19463894+4757398,1.090
10678779,19465149+4756160,1.096
10679090,19471294+4758163,1.091
10679246,19472281+4758209,1.023
10679466,19474101+4758365,1.008
10683016,19514510+4759188,1.003
10683330,19520867+4756501,1.415
10683647,19523217+4758463,1.235
10684584,19533654+4754563,1.017
10684837,19535439+4756543,2.544
10685015,19540695+4757220,1.225
10685283,19542487+4759482,1.500
10709704,18452896+4804066,1.276
10709799,18454285+4800452,1.094
10711145,18483913+4804360,1.202
10711154,18484092+4802514,1.505
10717091,19013516+4803524,1.511
10717638,19024476+4800324,1.106
10718491,19043294+4803072,1.349
10718832,19051688+4805592,1.229
10718902,19052737+4804518,0.950
10721900,19115116+4804232,1.472
10722067,19121112+4802393,1.096
10722175,19122333+4803442,1.353
10722954,19134629+4803420,0.976
10723388,19143140+4801082,0.937
10724027,19153988+4802041,1.076
10724041,19154095+4805070,1.057
10724193,19155952+4805256,2.319
10724620,19164536+4803141,2.268
10724735,19165659+4803155,1.076
10727178,19210327+4804160,1.331
10727457,19212642+4802564,1.432
10727789,19215836+4800588,1.415
10728179,19223498+4805343,1.320
10730228,19255182+4802520,1.293
10732050,19284276+4800406,1.280
10732526,19293058+4805143,1.293
10733042,19301647+4805442,0.878
10733897,19314334+4805497,1.092
10734179,19321006+4803006,1.199
10734241,19321576+4803567,1.142
10735027,19333151+4802563,1.245
10735077,19333656+4803151,1.022
10735519,19341376+4802302,2.742
10735926,19345257+4804280,1.283
10736390,19353947+4805008,2.957
10742112,19433625+4800235,1.330
10742794,19442946+4800415,0.969
10743092,19445265+4805136,1.038
10743195,19450048+4804505,1.336
10743331,19451068+4800580,1.353
10743515,19452640+4802189,1.610
10743686,19453916+4804189,1.278
10743887,19455359+4804462,1.455
10744641,19464911+4803392,1.576
10745554,19474735+4800540,2.563
10745616,19475151+4805286,0.989
10747862,19501796+4802596,0.942
10748902,19512279+4804598,1.036
10749235,19514212+4801493,1.494
10749954,19522818+4804502,1.133
10750658,19531398+4801402,1.124
10750730,19531870+4802536,1.325
10751237,19534745+4800580,1.149
10752337,19545070+4800270,2.081
10752913,19552557+4805354,0.973
10752915,19552566+4805590,1.084
10753840,19562594+4804234,0.934
10753962,19563508+4801004,2.300
10754090,19564553+4802486,1.094
10777816,18493004+4808458,1.308
10778969,18515439+4809330,1.376
10779177,18522037+4811460,1.278
10779537,18530978+4811090,1.340
10783198,19012664+4811546,0.991
10784996,19052717+4809030,1.042
10785390,19061769+4811550,0.889
10788540,19124761+4807557,1.136
10789202,19135560+4807515,1.527
10790301,19155324+4808242,0.932
10792801,19201496+4811546,1.283
10792949,19202827+4811539,1.643
10793771,19213869+4809014,2.055
10793872,19214782+4807332,0.991
10793890,19215064+4810114,2.520
10796378,19255883+4809224,1.061
10796857,19264357+4807193,1.611
10798647,19294671+4811050,1.018
10799530,19311194+4811228,1.341
10800303,19322257+4810555,1.073
10801063,19333700+4807422,1.001
10802837,19361964+4806379,1.864
10808345,19441470+4809180,1.080
10808557,19443255+4810114,0.941
10809277,19452660+4811406,1.424
10809457,19454018+4810074,1.241
10810211,19463637+4810345,1.340
10812837,19493046+4807352,1.902
10813238,19495818+4806343,1.125
10813811,19503707+4810350,1.805
10813862,19504048+4806541,1.053
10814091,19505691+4808380,1.783
10815014,19515972+4807118,1.018
10815461,19522832+4811435,0.992
10815462,19522832+4809584,1.159
10816214,19531723+4806297,1.599
10816301,19532314+4810355,1.132
10816748,19535103+4806154,1.163
10817319,19542800+4806062,1.689
10817647,19545273+4810439,1.225
10817660,19545379+4810101,2.043
10842958,18482140+4816442,1.136
10847321,18593933+4814098,1.291
10848618,19023097+4813496,1.079
10849541,19043241+4817060,1.028
10850440,19063803+4816156,1.224
10853817,19133565+4816507,1.053
10855512,19164892+4812041,1.148
10857579,19203078+4815427,0.999
10857623,19203434+4817042,0.876
10857953,19211543+4816325,1.137
10858331,19220109+4812396,0.831
10858520,19222264+4816144,1.255
10858675,19224038+4812166,1.193
10859687,19243350+4812571,1.270
10859779,19244413+4817090,1.359
10859941,19250055+4817509,1.023
10860017,19250860+4815371,1.042
10860146,19252279+4816429,0.731
10861311,19271908+4812115,1.441
10863535,19311327+4817412,1.335
10863834,19314474+4815170,1.255
10864433,19324319+4816417,0.937
10864711,19331464+4816148,1.117
10864755,19331951+4816249,1.035
10865371,19342546+4812080,0.812
10866415,19355962+4817304,1.087
10866694,19362512+4817342,1.126
10873280,19453451+4814078,1.055
10873444,19454826+4812241,1.892
10873579,19455893+4814360,1.201
10874337,19470023+4817065,1.082
10876039,19490289+4812266,1.410
10876156,19491154+4817064,1.175
10877915,19512387+4812456,1.370
10878084,19513742+4814538,1.078
10878816,19523336+4817303,2.431
10879372,19531271+4815435,1.249
10879440,19531746+4812510,1.220
10879742,19534251+4816044,1.129
10879853,19535106+4814272,0.944
10880958,19551232+4817344,1.122
10881149,19552590+4817247,0.998
10881317,19553943+4816047,1.403
10881810,19561757+4812225,1.350
10902738,18454699+4823015,1.123
10902770,18454999+4821281,0.738
10903016,18462587+4819529,1.089
10903247,18470805+4822177,1.178
10903291,18471556+4820444,1.330
10903874,18490224+4822195,1.142
10904520,18504877+4818414,1.225
10905139,18524493+4822549,1.131
10907196,18583782+4822494,1.650
10907410,18591190+4822500,1.344
10908442,19015304+4821150,1.416
10909967,19053872+4822450,1.133
10910197,19061403+4819335,1.084
10910523,19070716+4821188,1.006
10910541,19071126+4819099,0.908
10910674,19072960+4823496,1.222
10910802,19074810+4820421,0.924
10910839,19075397+4822585,1.795
10916563,19200201+4822236,1.229
10918731,19243350+4823327,1.706
10920681,19283472+4818255,0.757
10921258,19293977+4821193,1.226
10921270,19294140+4822468,0.897
10922092,19311099+4819453,1.047
10922167,19311901+4822074,1.885
10922608,19321108+4823457,1.089
10922821,19323498+4821380,1.192
10922840,19323629+4819561,1.192
10924652,19354337+4823165,1.080
10931578,19462509+4821073,1.216
10931902,19465394+4819264,1.248
10932270,19472391+4819239,1.742
10932336,19472924+4820342,1.296
10932891,19481263+4823475,1.063
10933244,19484170+4821071,0.824
10933384,19485410+4822558,1.085
10933748,19492156+4823294,1.606
10933775,19492331+4819133,0.896
10934588,19503337+4823249,0.998
10934758,19505004+4823478,1.692
10934929,19510631+4818491,1.145
10935377,19514641+4821348,1.085
10935753,19522189+4818570,0.852
10935853,19523172+4818406,2.077
10936814,19535355+4823527,1.375
10936833,19535560+4823354,1.284
10936984,19540805+4822531,1.107
10937322,19543567+4819024,1.146
10937597,19545751+4822418,1.254
10937672,19550321+4818413,1.260
10937722,19550623+4821281,1.144
10937936,19552320+4820307,1.392
10937954,19552508+4822598,1.097
10938167,19554347+4823414,1.316
10960400,18511959+4828191,1.204
10960798,18523663+4824137,1.136
10961390,18542185+4825379,1.030
10962775,18582020+4824064,1.331
10964584,19030356+4826449,1.003
10965536,19051949+4829071,1.177
10966634,19081457+4828175,0.961
10966950,19085757+4829059,1.044
10971893,19193254+4826125,1.273
10972288,19201937+4829246,1.162
10972858,19214046+4827580,1.013
10973397,19224908+4824154,1.115
10973854,19234712+4824408,1.246
10974202,19242939+4824237,1.301
10974984,19260438+4827087,1.239
10975126,19262015+4826071,0.950
10977040,19300624+4827339,1.945
10977146,19301703+4825592,1.275
10977629,19310988+4825470,1.082
10977979,19315225+4824305,1.152
10978085,19320395+4824539,1.267
10978509,19325457+4825102,0.980
10978581,19330361+4825350,1.470
10978646,19331066+4828075,1.900
10978699,19331707+4828586,1.226
10978857,19333407+4826068,1.350
10979181,19340806+4826481,1.161
10979258,19341789+4825156,1.070
10979742,19351228+4824311,1.314
10983401,19412188+4826466,2.103
10988708,19490756+4825198,1.098
10988898,19492345+4828480,1.503
10989210,19495042+4824502,2.732
10989954,19505958+4826426,1.164
10989961,19510013+4824006,1.177
10990113,19511302+4826463,1.247
10990243,19512571+4826333,1.239
10990704,19520713+4828435,0.932
10991271,19525961+4829298,2.326
10991398,19531082+4825315,1.127
10991673,19533719+4827429,1.382
10991798,19534864+4827337,1.238
10992126,19541956+4827058,0.843
10992345,19544044+4829516,1.074
10992390,19544490+4829334,1.146
10992711,19551185+4824200,1.072
11013471,18484354+4831515,1.115
11014721,18521171+4833576,0.952
11015261,18535183+4831390,1.847
11015392,18541141+4832096,1.251
11017831,19005385+4831394,1.253
11018481,19022554+4832549,1.153
11018710,19025982+4834262,1.213
11018922,19032480+4832089,1.242
11019954,19061384+4835564,1.247
11020211,19065498+4830092,0.995
11020885,19083318+4831572,1.247
11026184,19201126+4831494,2.191
11026472,19204818+4835597,1.698
11026973,19215295+4832235,1.211
11027005,19215727+4834077,1.726
11027337,19224358+4833554,1.129
11028372,19245639+4834487,1.049
11028575,19252221+4834341,1.311
11029151,19262248+4832014,1.345
11029396,19264783+4833146,0.852
11029423,19265047+4835416,1.077
11029591,19271242+4831379,1.118
11030524,19290470+4830141,1.050
11031040,19300315+4834479,1.071
11031856,19314075+4832509,1.012
11032660,19330781+4835392,0.904
11033153,19340305+4833112,1.384
11033302,19341938+4830259,1.401
11033569,19344836+4834549,1.231
11033882,19352121+4835324,1.205
11036477,19394395+4830243,1.303
11037219,19405702+4830122,2.303
11037290,19410465+4833399,1.725
11037923,19420721+4831145,1.123
11038023,19421580+4830497,0.688
11042262,19481332+4830318,1.112
11042388,19482326+4830592,1.000
11042658,19484744+4831537,1.234
11043208,19493689+4835087,1.226
11043690,19501860+4833296,1.538
11043806,19502835+4830219,1.123
11043820,19503005+4831161,0.945
11043872,19503544+4832018,0.828
11043882,19503671+4834062,0.936
11044315,19511353+4833328,2.917
11044668,19514678+4833280,0.942
11045572,19530857+4835342,1.453
11045769,19532716+4835038,1.024
11046644,19544406+4833094,1.010
11046830,19545905+4830067,0.979
11046878,19550276+4831294,1.292
11068380,18493578+4838112,1.109
11072164,19001443+4836496,0.759
11072470,19010271+4837597,1.089
11072852,19015877+4838074,0.996
11073377,19031355+4838143,1.054
11073623,19034758+4837166,1.235
11074543,19060646+4836249,1.016
11075808,19092810+4836484,1.279
11075908,19094166+4838089,1.325
11076239,19102862+4837583,0.921
11080639,19195278+4838085,1.285
11080937,19203057+4839398,1.200
11081517,19215186+4841581,1.410
11081810,19222896+4838114,0.904
11081838,19223142+4841580,1.052
11083319,19254693+4841201,2.844
11083613,19262500+4838334,0.935
11083701,19263562+4839035,1.143
11084022,19271652+4839094,1.344
11084086,19272447+4841572,1.242
11084620,19282804+4841381,1.704
11085766,19304179+4838362,1.288
11085809,19304781+4837168,1.277
11086673,19323343+4838421,1.651
11086949,19330676+4836522,1.004
11087103,19332072+4837442,0.971
11087371,19335280+4836440,1.284
11087963,19345756+4839306,1.600
11090395,19391133+4838293,1.354
11090673,19393991+4836531,1.074
11090674,19394005+4836594,1.076
11091260,19404365+4841002,1.076
11091445,19410291+4841151,1.148
11097136,19494182+4837057,2.261
11097853,19504504+4838551,1.264
11098753,19520941+4838338,1.256
11098995,19523371+4839271,1.038
11099144,19524823+4838350,1.410
11099193,19525262+4841386,1.131
11099737,19533899+4840192,1.381
11121489,18485005+4843317,1.140
11121968,18501029+4842518,0.973
11124920,18584510+4843102,1.144
11125699,19005785+4843263,1.083
11126471,19025361+4846216,0.990
11126517,19030247+4845094,1.151
11126673,19032139+4847102,1.168
11127105,19042303+4843556,1.093
11127981,19064645+4845298,1.134
11128910,19092163+4846563,1.487
11129480,19104442+4843472,1.628
11129788,19113297+4844427,1.249
11129945,19115842+4845466,1.905
11133758,19193061+4842214,0.870
11133969,19195188+4845218,1.120
11134530,19205656+4846274,1.027
11134608,19210643+4845477,1.177
11135168,19222544+4843447,1.554
11135286,19224384+4845217,1.418
11135910,19240131+4847212,1.001
11136049,19241926+4842071,1.110
11136139,19243217+4845413,1.019
11136338,19245472+4844386,0.931
11136578,19252675+4847519,1.198
11136690,19254336+4847511,0.896
11136854,19260135+4842580,2.163
11139884,19321328+4844069,1.170
11140831,19340593+4847520,1.140
11140834,19340619+4845342,1.298
11141358,19350499+4846001,1.055
11145563,19421036+4845550,1.104
11145672,19422021+4847282,1.993
11146152,19425889+4846276,1.548
11146230,19430627+4843443,0.805
11146260,19430850+4842493,1.438
11147333,19443905+4844426,1.223
11147596,19450046+4844282,1.409
11147785,19451793+4846592,0.987
11152075,19513393+4843348,0.982
11152281,19515385+4842264,1.224
11152312,19515772+4845561,1.225
11152753,19523831+4843390,1.633
11152823,19524379+4847328,1.752
11152894,19524989+4844000,1.031
11153026,19530259+4843270,1.399
11175619,18503310+4852541,0.908
11177727,18570482+4853424,1.034
11177729,18570497+4852286,1.190
11180468,19041642+4850142,1.465
11180779,19045680+4853546,1.177
11180994,19052821+4848200,1.330
11181828,19074933+4849248,0.959
11181891,19075880+4850493,1.208
11182706,19102221+4853112,1.079
11183305,19115401+4849500,0.988
11188067,19220808+4850043,1.402
11188192,19222335+4853586,1.035
11188479,19230377+4853516,0.986
11189239,19245291+4850296,1.087
11189432,19251700+4851067,1.153
11189648,19254558+4853248,1.083
11190108,19264454+4851450,0.972
11190322,19271026+4852047,1.248
11190431,19272463+4853235,0.976
11190768,19280730+4848144,1.095
11191444,19293125+4848253,1.108
11191557,19294437+4848422,2.057
11192141,19305271+4851071,1.014
11193975,19343739+4852508,1.130
11196317,19383886+4853393,1.312
11196963,19394853+4850333,0.840
11197101,19400580+4853316,0.917
11197457,19404363+4852560,1.389
11198005,19413779+4850137,1.196
11199046,19431669+4852248,1.173
11199105,19432236+4848110,1.065
11199150,19432717+4853215,0.972
11199783,19442439+4852593,1.703
11200573,19454086+4852191,1.177
11204531,19512705+4848102,1.721
11228549,18501571+4854194,1.007
11230630,18561007+4854290,1.092
11230715,18562339+4858247,0.948
11231255,18575433+4856454,1.508
11231549,18584464+4857075,1.314
11231584,18584988+4858391,1.169
11232325,19005306+4856134,1.265
11234533,19060431+4856470,0.780
11234625,19061871+4856160,1.179
11234897,19070178+4859293,2.880
11235008,19072045+4859381,0.986
11235573,19084843+4856056,1.194
11235672,19090264+4854349,2.919
11235816,19092743+4858016,1.110
11236571,19112340+4859012,1.076
11241473,19213290+4858224,1.092
11241658,19215776+4859173,1.103
11241927,19223498+4859542,1.628
11242268,19231959+4856260,0.730
11242689,19241817+4858463,1.114
11242934,19245079+4854033,1.328
11243349,19254696+4857576,1.393
11243761,19263384+4855355,1.034
11244855,19285242+4854399,1.427
11244968,19290402+4857553,1.782
11245234,19293679+4858231,1.042
11245307,19294564+4855333,1.462
11245339,19295058+4857568,1.577
11246127,19312521+4856205,1.058
11247049,19331236+4854457,1.421
11247419,19335862+4854239,1.093
11247648,19342341+4855166,1.179
11249981,19381790+4857453,1.474
11250139,19383260+4857283,0.981
11250152,19383445+4854587,1.220
11250341,19385296+4858172,1.095
11250488,19390946+4859158,1.515
11251077,19401632+4857305,1.405
11251096,19401819+4856176,1.051
11251136,19402247+4854010,1.680
11251546,19410331+4854363,1.043
11251622,19411135+4854379,1.529
11251837,19413490+4857561,1.179
11252233,19421475+4854397,1.357
11252437,19423208+4856290,1.080
11252706,19425474+4855219,1.521
11253076,19432684+4856210,0.922
11284131,18562684+4905338,0.953
11284760,18581445+4901055,1.209
11284798,18582108+4901359,1.160
11285650,19005590+4905481,1.178
11287012,19041856+4903428,1.304
11287679,19055802+4901113,1.960
11287896,19063730+4901489,1.248
11287936,19064188+4905109,1.221
11287949,19064470+4900300,1.339
11288779,19085436+4903338,0.914
11288888,19091049+4903508,1.534
11289128,19095233+4901406,0.887
11289335,19102806+4902583,1.239
11289515,19105482+4900003,1.207
11289675,19111959+4901348,0.917
11289759,19113447+4905595,1.123
11289822,19114558+4900317,1.231
11289990,19120935+4902205,1.358
11293804,19202329+4901222,1.140
11294218,19212264+4901500,1.270
11294409,19215022+4901330,1.106
11295008,19231544+4904265,1.208
11295350,19235767+4902582,1.151
11295720,19244408+4905045,1.329
11295851,19245919+4904405,2.527
11296084,19253292+4905016,1.035
11296211,19254981+4901424,0.994
11296805,19270592+4903120,1.326
11297585,19284253+4903436,3.103
11298371,19301724+4901582,1.250
11298561,19304193+4905158,1.354
11298714,19310148+4903065,1.399
11298776,19310927+4901234,1.047
11298877,19311885+4902125,1.229
11299484,19322965+4905529,1.185
11299667,19325178+4902289,1.077
11299941,19332527+4905240,0.685
11302791,19383069+4901109,1.563
11303425,19393539+4900241,1.060
11304421,19412210+4904562,1.321
11305250,19424145+4900432,2.399
11305377,19425443+4902228,1.065
11305448,19430073+4903203,1.199
11305776,19433146+4900056,1.552
11305937,19434551+4900572,1.203
11307599,19460997+4900577,1.305
11308295,19470600+4901232,1.430
11308660,19473927+4900441,1.195
11308784,19475132+4903336,1.228
11309182,19483187+4904017,1.130
11309403,19485268+4903524,1.113
11336656,18550270+4906586,1.152
11337714,18580773+4911455,1.476
11337843,18582884+4906187,1.458
11337883,18583500+4906208,1.496
11338267,18593993+4910183,0.908
11339000,19013400+4908307,1.563
11339247,19020865+4907009,1.296
11341723,19082771+4907265,0.930
11342308,19100488+4906440,1.141
11342694,19110062+4906529,1.169
11342804,19111829+4911203,1.113
11348417,19230181+4906142,1.134
11349014,19242403+4911273,0.869
11349180,19244351+4909264,1.042
11349490,19252793+4909210,1.213
11350954,19283246+4909237,1.909
11351140,19285530+4911281,1.064
11351480,19293915+4909490,1.158
11352644,19320640+4906272,0.855
11352756,19321900+4910477,1.002
11353223,19331066+4909565,1.323
11353313,19332127+4908031,1.268
11355933,19380684+4906050,1.540
11356839,19394262+4911466,1.146
11357004,19400222+4907463,1.251
11357686,19411627+4909596,1.041
11357931,19414361+4907441,1.317
11358607,19425146+4911542,1.225
11358669,19425925+4911303,1.398
11358698,19430173+4910548,0.927
11358755,19430565+4907303,1.336
11358810,19431057+4909109,1.338
11359175,19434435+4907121,1.166
11360886,19461811+4906040,2.542
11361055,19463360+4911458,0.829
11361765,19473596+4907029,1.224
11362947,19492178+4911401,2.124
11391047,18593596+4912597,1.102
