kic,tmass_id,mass
6975038,19533041+4225446,1.200
7006979,18433894+4235295,1.287
7007173,18440668+4235185,1.479
7008219,18462406+4232065,1.062
7009245,18483639+4233370,1.208
7014001,18572651+4230047,1.384
7014894,18590539+4234542,2.056
7014958,18591260+4234359,1.395
7017044,19031889+4230179,1.036
7018192,19052233+4234212,1.053
7018252,19052885+4234382,1.086
7018515,19055785+4230512,1.083
7019157,19071107+4231237,1.088
7019217,19071654+4231492,0.959
7020371,19091739+4232274,1.280
7020392,19091874+4234532,0.924
7020972,19101321+4235287,1.354
7022581,19125109+4234039,1.517
7024001,19145839+4232378,1.142
7024018,19145992+4234513,2.932
7024649,19155219+4234419,0.880
7025377,19164706+4231499,0.913
7025568,19170328+4230010,1.877
7025721,19171629+4235464,1.349
7031016,19234728+4233065,1.320
7032190,19252144+4232507,1.554
7032312,19253162+4234491,1.209
7033467,19270130+4235477,1.653
7033518,19270495+4234058,2.049
7036099,19301970+4232397,1.666
7036151,19302402+4233381,1.856
7039075,19335135+4235020,1.760
7040879,19354923+4232502,1.000
7041245,19361531+4230491,1.185
7042040,19370834+4232019,1.368
7044886,19401435+4235174,2.213
7045489,19404855+4234091,1.029
7045503,19404968+4230333,1.136
7046960,19420838+4234157,1.601
7048889,19435766+4235566,0.986
7049306,19441966+4230505,1.156
7049467,19442843+4230381,1.111
7053383,19480449+4231110,1.016
7092067,18464331+4237431,1.117
7092127,18465123+4237504,1.124
7093179,18485678+4236290,1.073
7097136,18562647+4237349,1.631
7098252,18582628+4237206,1.019
7098412,18584506+4237350,0.822
7098510,18585908+4237588,1.300
7100768,19030401+4236388,0.889
7100888,19031757+4241515,1.019
7100955,19032521+4241181,0.898
7101244,19035684+4240469,1.066
7102068,19052284+4241132,1.035
7102491,19060646+4238556,0.768
7103182,19071168+4241328,1.086
7103297,19072263+4239558,1.456
7103666,19075686+4236416,1.283
7104797,19094606+4239225,1.085
7106052,19114147+4241146,0.947
7107940,19143329+4240402,1.834
7108501,19152365+4239107,2.206
7108536,19152666+4237473,0.864
7108646,19153486+4239528,1.049
7109064,19161161+4239279,2.023
7109084,19161335+4237354,1.338
7109120,19161676+4239169,1.182
7117050,19261372+4241407,1.804
7117362,19263832+4240515,1.155
7118412,19275561+4236366,1.897
7118721,19282248+4240464,1.943
7119181,19285659+4236131,1.625
7119694,19293070+4236208,1.369
7119934,19294903+4240091,2.227
7121616,19314755+4240560,1.046
7121674,19315108+4237154,1.775
7122218,19323165+4236307,1.045
7122640,19330273+4240375,1.089
7122713,19330820+4236547,1.048
7122919,19332390+4239595,1.494
7125921,19364427+4237587,0.956
7128663,19394415+4241197,1.794
7128999,19400380+4236529,1.792
7129766,19404973+4239192,1.457
7132804,19434741+4238393,1.245
7135279,19461274+4236490,1.236
7173885,18444591+4247598,1.125
7174636,18462545+4243415,1.179
7175826,18485526+4242570,1.317
7176070,18492298+4242400,1.111
7177015,18510504+4245361,1.454
7178170,18531782+4247031,0.962
7183922,19034755+4244295,1.228
7184978,19053808+4247041,1.088
7185001,19054010+4245098,1.179
7186274,19074945+4246139,1.032
7186542,19081731+4247378,1.486
7186677,19083094+4246210,1.589
7187059,19090889+4246493,1.151
7188156,19110164+4245455,0.806
7188323,19111646+4243315,1.257
7188504,19113375+4242419,0.999
7188662,19115103+4245521,1.341
7189418,19130263+4243262,1.066
7189610,19132014+4246567,1.436
7190047,19135897+4242175,1.077
7190400,19143197+4243029,0.936
7191496,19160765+4246319,0.912
7191673,19162298+4245329,1.479
7191945,19164681+4242250,1.952
7198587,19250380+4244221,1.319
7200117,19265165+4246356,1.542
7201600,19284746+4244384,1.021
7204026,19314653+4246022,1.115
7204369,19321000+4247146,1.246
7205067,19325920+4244428,3.029
7205397,19332419+4242006,1.114
7206531,19344062+4244103,1.821
7207251,19353131+4243452,1.586
7211754,19403022+4245507,1.435
7212057,19405011+4246167,1.393
7212114,19405364+4247311,1.221
7213716,19422579+4242163,1.498
7213942,19423852+4244433,1.631
7215396,19435904+4246388,1.345
7215938,19443015+4242042,1.413
7215997,19443392+4243561,2.908
7217486,19455794+4242592,2.509
7217665,19460854+4242485,2.409
7218915,19471364+4244589,1.225
7255313,18434420+4249026,1.128
7257193,18475106+4251442,0.940
7258771,18504991+4253073,1.426
7259237,18514218+4248475,1.218
7259653,18522902+4249485,1.312
7264736,19021042+4251452,1.030
7265067,19024628+4252418,1.356
7265075,19024725+4252163,1.078
7265189,19025811+4251431,0.988
7265649,19035086+4253088,1.366
7265993,19042897+4250200,1.445
7266674,19054020+4252257,1.095
7267119,19062674+4248099,0.957
7267370,19065180+4252522,1.511
7267593,19071273+4248197,1.118
7270142,19112283+4249489,1.221
7270385,19114715+4248116,1.222
7271514,19133789+4251563,1.222
7272257,19144352+4248445,1.105
7273176,19160130+4253059,0.950
7273426,19162315+4253565,1.155
7273672,19164369+4248418,1.037
7273965,19170753+4248006,1.074
7281777,19265016+4249252,1.288
7283405,19285388+4250513,1.733
7285374,19312210+4251564,1.759
7285830,19315517+4250120,1.370
7286739,19330378+4249370,1.086
7288241,19345080+4252450,1.000
7289277,19355929+4248464,0.923
7293531,19403700+4251289,1.192
7293609,19404194+4250067,1.603
7294715,19414675+4248424,1.598
7295725,19424715+4251273,1.601
7297940,19445702+4248216,2.325
7298034,19450280+4253512,1.582
7300075,19470270+4248094,2.888
7302117,19485170+4250471,1.495
7303187,19494725+4252577,1.053
7305252,19513384+4251494,1.140
7337994,18483512+4255517,0.881
7345128,19013623+4257412,1.090
7345186,19014257+4255190,1.214
7345308,19015743+4257491,1.307
7346365,19035276+4255340,1.292
7346442,19040211+4259540,1.121
7346684,19042724+4258006,1.037
7347189,19052086+4254372,2.013
7347195,19052105+4257536,1.051
7348314,19071839+4258365,1.163
7348442,19072854+4254033,1.220
7349134,19083818+4255262,1.220
7349386,19090196+4255087,0.790
7350897,19112644+4254411,1.243
7350968,19113234+4256584,1.036
7351098,19114520+4255162,2.230
7351928,19130510+4256301,1.075
7352442,19135062+4256096,1.065
7352718,19141672+4254385,1.470
7354299,19163301+4259531,0.831
7354460,19164710+4256266,1.477
7363339,19274923+4254290,1.304
7363357,19275088+4257174,1.692
7364232,19290099+4254058,1.040
7365701,19304708+4256472,1.133
7366321,19313409+4255245,1.634
7366820,19321125+4258545,1.414
7367035,19322522+4256343,1.054
7367289,19324220+4256522,0.918
7367400,19325069+4259223,2.273
7368013,19333246+4255329,1.382
7368584,19341484+4256292,1.510
7368594,19341567+4257343,1.391
7368754,19342765+4255435,1.431
7369386,19351130+4258496,1.062
7374869,19410937+4258421,1.435
7375177,19412604+4254039,2.374
7375225,19413027+4256314,1.422
7376259,19423036+4257031,1.191
7376659,19425711+4259371,1.073
7378357,19444044+4255127,0.762
7378432,19444566+4254189,1.475
7379100,19452399+4256525,1.307
7381710,19474549+4257371,2.153
7382407,19482119+4257211,1.270
7382908,19484645+4258133,1.176
7384523,19501117+4258371,1.323
7384966,19503252+4254486,2.272
7385745,19511062+4257540,1.154
7417186,18440675+4302134,0.944
7420223,18495787+4303406,1.270
7421138,18513621+4304233,1.226
7428217,19034631+4304216,1.021
7428418,19040591+4301431,1.362
7428624,19042990+4304444,1.102
7428931,19050213+4302026,0.919
7429055,19051309+4302119,1.066
7430037,19065096+4305584,1.162
7430104,19065914+4305103,2.314
7430868,19081804+4300143,1.036
7430892,19082007+4304403,1.330
7431665,19093039+4300341,1.259
7433485,19122494+4302507,1.674
7433813,19125692+4303201,1.191
7434436,19135492+4303577,1.566
7435143,19145847+4305450,1.145
7439931,19211020+4303292,1.389
7440390,19214065+4305320,1.432
7440589,19215248+4303043,0.696
7445517,19275408+4302092,1.639
7445518,19275409+4302358,1.501
7445698,19280910+4300039,1.627
7446011,19283084+4305161,2.049
7446296,19285267+4303230,1.246
7446560,19291367+4301372,1.032
7446648,19291952+4304497,1.210
7448051,19310346+4305388,1.192
7448329,19312389+4303195,1.866
7448746,19315227+4301374,0.893
7449159,19322083+4302115,1.444
7450230,19333399+4302096,1.003
7457184,19410681+4303056,1.974
7458106,19415922+4303503,1.334
7459180,19425986+4302429,2.292
7460447,19441082+4304241,1.617
7461851,19452478+4301478,1.164
7462845,19461382+4305049,1.443
7464220,19472597+4304310,1.789
7465221,19481556+4304509,1.558
7465477,19482845+4302580,1.366
7466616,19492417+4300029,2.505
7467630,19501503+4305506,2.765
7468404,19505066+4302010,2.278
7468893,19511346+4301124,1.656
7499531,18414542+4308496,1.908
7500388,18433632+4308157,0.974
7501516,18460645+4307485,1.262
7501667,18462535+4311114,1.078
7501722,18463409+4308006,1.154
7502157,18472500+4308044,1.363
7504110,18510241+4306303,1.456
7504619,18520819+4306304,1.152
7510604,19025851+4307130,1.129
7513379,19073771+4309197,1.683
7515137,19102313+4311562,1.032
7515243,19103190+4308173,1.666
7515516,19105851+4309459,2.170
7516156,19115856+4307490,1.445
7516687,19124729+4311297,1.055
7518143,19145760+4308359,1.335
7518352,19151355+4306241,1.153
7522091,19201844+4310363,0.960
7522297,19203288+4310050,0.975
7522765,19210616+4311451,0.931
7523259,19214098+4307589,1.303
7523875,19223251+4311289,1.464
7529215,19290456+4307142,1.207
7530849,19310232+4308020,1.522
7531119,19312198+4310412,1.151
7531332,19313658+4309553,1.469
7531650,19315701+4309326,0.994
7531908,19321347+4306177,1.376
7532885,19331823+4308005,1.314
7533496,19335960+4306028,1.549
7533804,19341949+4311463,1.671
7533995,19343332+4306202,1.057
7540130,19405855+4311458,1.847
7543102,19434962+4310036,1.327
7543672,19441996+4307421,2.057
7543694,19442121+4310595,1.004
7546098,19463186+4309352,1.147
7547964,19480954+4307589,1.389
7549472,19492483+4307007,1.432
7550235,19500402+4307043,2.195
7550955,19504130+4306095,1.304
7552779,19521662+4307243,0.762
7581214,18403209+4317133,1.034
7581399,18410298+4315506,2.894
7581822,18420846+4315092,1.102
7585122,18500383+4316049,1.366
7585523,18505327+4316284,1.642
7587099,18540161+4313478,1.903
7591311,19021036+4312440,1.898
7591451,19022506+4315255,1.093
7591481,19022945+4314423,1.148
7591642,19024832+4312298,1.008
7592356,19041103+4315299,1.033
7593843,19070058+4314038,1.082
7594337,19074946+4314241,0.971
7594865,19084355+4317586,1.200
7595155,19091067+4316190,0.864
7595285,19092430+4315023,1.128
7595572,19095280+4316024,1.899
7595722,19100674+4315176,1.332
7596219,19110086+4317436,0.928
7596701,19115069+4314293,1.041
7597056,19122558+4312218,1.197
7597230,19124406+4314396,1.538
7598454,19144470+4317403,1.095
7601617,19192830+4316363,1.187
7601618,19192838+4315223,1.017
7601720,19193843+4314461,1.153
7602359,19202953+4316580,1.179
7602732,19205861+4316421,1.013
7604896,19234254+4314195,0.878
7610113,19302702+4312202,1.295
7610274,19303856+4317005,1.199
7610417,19304941+4316010,1.310
7610636,19310681+4312130,1.359
7611069,19313934+4313538,1.273
7612438,19332147+4312515,1.950
7612755,19334322+4312238,1.258
7612916,19335606+4315249,0.955
7613227,19341570+4317258,1.714
7616655,19380185+4313523,1.038
7617072,19382780+4317002,1.072
7617227,19383784+4312178,1.165
7617399,19384833+4312063,1.312
7618122,19393687+4313142,1.097
7619034,19403514+4317387,1.578
7619745,19411845+4314072,1.405
7619946,19413187+4314230,1.046
7620272,19415115+4314235,1.590
7620783,19422243+4314146,2.288
7621561,19431003+4316019,1.146
7621593,19431164+4315553,1.383
7621979,19433716+4317010,1.716
7622273,19435309+4312089,1.344
7622307,19435522+4314230,1.716
7622649,19441594+4317144,1.404
7623046,19444010+4315382,2.125
7625723,19471189+4316374,1.034
7626457,19475330+4313360,1.360
7629559,19504238+4317202,1.260
7630302,19512185+4312524,1.173
7630743,19514503+4317052,1.028
7631194,19521208+4313594,1.970
7659773,18451521+4320588,0.811
7661515,18494066+4318528,1.084
7661609,18495226+4320427,1.431
7661720,18501136+4318562,1.718
7662025,18505015+4321099,0.847
7663228,18533242+4321301,1.108
7663241,18533359+4323384,1.107
7667124,19015389+4319599,1.049
7667657,19030150+4318195,2.059
7667757,19031310+4320188,1.240
7667900,19033207+4320464,1.139
7668520,19044822+4319420,1.351
7668536,19045108+4321334,0.836
7668782,19052316+4322467,1.123
7668783,19052316+4318320,0.748
7669105,19060156+4321474,0.844
7670419,19082304+4322376,1.129
7670489,19083152+4321542,1.096
7671055,19093371+4323223,0.868
7671562,19102942+4319100,1.086
7672292,19115495+4318009,1.030
7672405,19120422+4320515,1.544
7672453,19120882+4322488,1.312
7672969,19130462+4319546,1.009
7673019,19131087+4320110,0.837
7673779,19143171+4321026,0.845
7674224,19151771+4323498,1.291
7676643,19190888+4323104,1.590
7677194,19195612+4320225,1.448
7677317,19200778+4322461,1.213
7678025,19210518+4321452,1.341
7678547,19214350+4318505,1.223
7679049,19222709+4323078,1.165
7679756,19232513+4322548,1.298
7679799,19232866+4319381,0.834
7680159,19240206+4319203,1.355
7685039,19303755+4321138,1.227
7685316,19310024+4322154,1.428
7685724,19313237+4320500,1.250
7687231,19332945+4319432,1.045
7687390,19334280+4322590,1.235
7690692,19375696+4322261,1.442
7691148,19382799+4321254,0.995
7691871,19392032+4322233,1.142
7691952,19392624+4318300,1.219
7693359,19410610+4318117,1.685
7693833,19414204+4321514,1.004
7696229,19443011+4322149,1.620
7697146,19453520+4322503,1.877
7697217,19453977+4319213,1.303
7697607,19460836+4323197,1.787
7698511,19470516+4323576,1.405
7698688,19471592+4322405,1.271
7698929,19473155+4319297,2.135
7700576,19490207+4318051,1.828
7701048,19492691+4322467,1.843
7703954,19520552+4323291,2.287
7728958,18401164+4324434,0.999
7729057,18402944+4324534,0.909
7730215,18434512+4329358,1.189
7732065,18483148+4327407,1.159
7732255,18485612+4329190,1.332
7732335,18490829+4326418,1.222
7732836,18501850+4325203,1.224
7733106,18505985+4329350,1.393
7733619,18521361+4325121,1.014
7734065,18531244+4329224,0.957
7739067,19035832+4328396,1.127
7741179,19082048+4325364,0.939
7741472,19085178+4326277,1.060
7743176,19120267+4327431,1.133
7743539,19124404+4324534,1.521
7744204,19140085+4328276,1.860
7746983,19184514+4329193,1.148
7747060,19185126+4328299,1.737
7747495,19193406+4326403,1.106
7747886,19200897+4324290,1.452
7748003,19201825+4326041,1.872
7748979,19213208+4327359,1.199
7749249,19215355+4325572,1.375
7750700,19235547+4324094,1.043
7750902,19241308+4324331,1.939
7757271,19331117+4326026,1.313
7757382,19332033+4326004,1.877
7761336,19381730+4329082,1.050
7762104,19391279+4327275,1.399
7762794,19400325+4324402,1.391
7764335,19415193+4328175,0.888
7764361,19415391+4329186,2.307
7766103,19435843+4329007,1.881
7769544,19474974+4325196,1.195
7771045,19491720+4327479,1.413
7771441,19493852+4324295,1.232
7771603,19494680+4328571,2.104
7798570,18421097+4331424,1.056
7799762,18451823+4335333,1.258
7799904,18453956+4335021,0.938
7800922,18481942+4334041,1.253
7802549,18520877+4335494,1.034
7802551,18520884+4334237,1.249
7807614,19030413+4331070,1.183
7808227,19042226+4330055,1.092
7808516,19045689+4335056,1.003
7808690,19051884+4334147,1.055
7808791,19053046+4333034,1.309
7808899,19054332+4333305,0.953
7808930,19054690+4334375,1.651
7809050,19060244+4335391,1.437
7809908,19075087+4331313,1.404
7810708,19092187+4330062,1.489
7811522,19105071+4335044,1.003
7812552,19125087+4330227,0.977
7815943,19183673+4335229,1.125
7816294,19190795+4331223,1.458
7816406,19191743+4333005,1.343
7818152,19213401+4335566,1.375
7818452,19215537+4332316,1.398
7818982,19223395+4335113,1.245
7820169,19241103+4334064,1.268
7821234,19253518+4330183,1.224
7821913,19263360+4334096,1.201
7831228,19385569+4333470,1.110
7831348,19390494+4333346,1.221
7831636,19392757+4333309,1.105
7833657,19415408+4335055,1.351
7834159,19423186+4333103,1.451
7836711,19452833+4332538,0.986
7837954,19465561+4331267,2.259
7838475,19472906+4334019,1.586
7838873,19475373+4330069,2.186
7841410,19502398+4332263,0.980
7841977,19505700+4332360,2.264
7846870,19553470+4334162,1.106
7847454,19560637+4332110,1.062
7847816,19562576+4333125,1.709
7849791,19581134+4334408,1.107
7867854,18421213+4337422,1.000
7868532,18441322+4336562,1.139
7869334,18462322+4337041,1.403
7870980,18501934+4341172,1.216
7871690,18515902+4338192,1.034
7871897,18522387+4337004,0.960
7872519,18534284+4338150,1.178
7877451,19042185+4337176,1.314
7877673,19044759+4338297,1.103
7880096,19095051+4339438,1.305
7880417,19103128+4337269,1.139
7880511,19104481+4339160,0.837
7880664,19110225+4341217,1.323
7880893,19112795+4336547,1.300
7881669,19125822+4337594,1.161
7884574,19182154+4340326,1.192
7885455,19194185+4336279,1.248
7885511,19194867+4341304,0.883
7887295,19220922+4336397,1.102
7887436,19221940+4340407,1.602
7887960,19230415+4337533,1.356
7888403,19234066+4336129,0.988
7889420,19250277+4338586,1.438
7889429,19250347+4336015,0.997
7891047,19271022+4340286,0.746
7897890,19364374+4341196,0.939
7901207,19404732+4340086,2.934
7901972,19414228+4341474,1.894
7902578,19423016+4336589,1.044
7903116,19430739+4336556,1.387
7903173,19431187+4339204,1.263
7903576,19433759+4337360,1.245
7904594,19444644+4341293,1.158
7905047,19451725+4338317,1.114
7905597,19455524+4341136,1.274
7905696,19460178+4337388,1.439
7905712,19460339+4336037,2.098
7906186,19463540+4339248,2.280
7907191,19474168+4336127,1.845
7908109,19483586+4339471,0.913
7909320,19494926+4340343,0.985
7917701,19575641+4338584,1.216
7919558,19593937+4339580,1.608
7935931,18403944+4345281,0.998
7936033,18405585+4347083,0.948
7936407,18415448+4343117,2.015
7937449,18445478+4346201,1.172
7937828,18460364+4342483,1.271
7938029,18463743+4346238,1.056
7939118,18491759+4344508,1.328
7940675,18522824+4344036,2.100
7941510,18540264+4345148,0.897
7941728,18542890+4345219,1.023
7944038,18591344+4346095,2.038
7944193,18593425+4344170,1.197
7946636,19045754+4344160,1.053
7946762,19051360+4342174,1.306
7946809,19051860+4346068,1.063
7947648,19070581+4347057,1.142
7948086,19080061+4347114,1.593
7948193,19081539+4343599,1.722
7949258,19102409+4346068,1.153
7949585,19110454+4342478,1.461
7949599,19110616+4346188,1.107
7950550,19125033+4344332,1.372
7954576,19194678+4343584,1.182
7955301,19204469+4343258,1.243
7955392,19205250+4344008,2.284
7955825,19212665+4344335,1.009
7955856,19212880+4345507,1.197
7956524,19222085+4343551,1.087
7956671,19223165+4346406,1.516
7957166,19231335+4344255,1.461
7957377,19233329+4346207,1.423
